City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Muros,ES,42.78,-9.06,61.0,85,100,1.99,overcast clouds
348,Saint-Honore,CA,48.53,-71.08,55.4,87,40,0.6,scattered clouds
349,Medicina,IT,44.48,11.64,72.0,88,20,4.7,few clouds
350,Ossora,RU,59.24,163.07,48.52,88,100,2.15,light rain
351,Zhanaozen,KZ,43.3,52.8,74.8,33,17,3.67,few clouds
352,Baykit,RU,61.67,96.37,69.57,52,76,3.42,light rain
353,Tocopilla,CL,-22.09,-70.2,57.47,66,54,3.4,broken clouds
354,Torbay,CA,47.67,-52.73,60.01,82,5,18.34,clear sky
355,Milazzo,IT,38.22,15.24,81.0,73,0,5.86,clear sky
356,Tevaitoa,PF,-16.78,-151.5,77.79,80,13,23.09,light rain
357,Sergeyevka,KZ,53.88,67.42,64.74,59,59,7.92,broken clouds
358,Manokwari,ID,-0.87,134.08,77.4,83,100,2.28,overcast clouds
359,Port Hedland,AU,-20.32,118.57,95.0,20,90,13.87,overcast clouds
360,San Cristobal,VE,7.77,-72.22,65.5,93,83,3.44,light rain
361,Esperance,AU,-33.87,121.9,62.6,72,75,10.29,broken clouds
362,Mayo,US,38.89,-76.51,77.0,100,1,10.4,clear sky
363,Arlit,NE,18.74,7.39,86.38,54,71,9.4,broken clouds
364,Kaniama,CD,-7.57,24.18,78.44,49,100,4.45,overcast clouds
365,Batsfjord,NO,70.63,29.72,55.4,82,75,11.41,shower rain
366,Touros,BR,-5.2,-35.46,68.0,100,20,2.24,few clouds
367,Simplicio Mendes,BR,-7.85,-41.91,71.87,72,0,8.95,clear sky
368,Saint-Georges,GD,12.06,-61.75,80.6,88,20,5.82,few clouds
369,Sept-Iles,CA,50.2,-66.38,50.0,93,20,3.36,few clouds
370,Bengkulu,ID,-3.8,102.27,88.29,57,0,12.35,clear sky
371,Okhotsk,RU,59.38,143.3,55.96,59,1,11.21,clear sky
372,Kununurra,AU,-15.77,128.73,96.8,10,0,10.29,clear sky
373,Katangli,RU,51.71,143.23,56.43,89,100,16.82,overcast clouds
374,Ridgecrest,US,35.62,-117.67,89.01,28,0,5.19,clear sky
375,Impfondo,CG,1.64,18.07,76.57,80,100,4.56,overcast clouds
376,Mayumba,GA,-3.43,10.66,74.39,82,90,5.64,overcast clouds
377,Kavaratti,IN,10.57,72.64,86.0,70,20,9.17,few clouds
378,Kommunarka,RU,55.57,37.49,66.0,72,100,6.71,overcast clouds
379,Broken Hill,AU,-31.95,141.43,57.2,35,75,6.93,broken clouds
380,Santander,ES,43.46,-3.8,64.99,93,5,4.03,clear sky
381,Nouadhibou,MR,20.93,-17.03,75.2,73,26,8.05,scattered clouds
382,Krasnyy Chikoy,RU,50.36,108.75,59.63,78,80,4.36,light rain
383,Yantzaza,EC,-3.83,-78.76,66.52,84,88,0.72,light rain
384,Te Anau,NZ,-45.42,167.72,46.94,87,91,2.04,overcast clouds
385,Kiama,AU,-34.68,150.87,62.01,44,3,3.38,clear sky
386,Maneadero,MX,31.72,-116.57,75.0,89,0,4.18,clear sky
387,Sibolga,ID,1.74,98.78,85.69,68,26,5.88,scattered clouds
388,Ostroveni,RO,43.8,23.9,77.0,69,0,11.41,clear sky
389,Vila Velha,BR,-20.33,-40.29,66.2,72,0,10.29,clear sky
390,Sobolevo,RU,54.43,31.9,64.65,90,100,6.31,overcast clouds
391,Eureka,US,40.8,-124.16,55.99,100,10,0.89,clear sky
392,Fjerritslev,DK,57.08,9.27,57.99,78,100,19.62,overcast clouds
393,Oktyabrskoye,RU,43.06,44.74,64.4,68,0,2.24,clear sky
394,Desaguadero,PE,-16.57,-69.04,38.23,84,0,2.55,clear sky
395,Saint-Francois,FR,46.42,3.91,59.0,87,81,2.86,broken clouds
396,Ardahan,TR,41.11,42.7,57.96,56,21,1.12,few clouds
397,Svarstad,NO,59.4,9.97,51.01,32,0,3.65,clear sky
398,Karakol,KG,42.49,78.39,80.49,22,0,9.1,clear sky
399,Santa Maria,BR,-29.68,-53.81,51.85,84,0,6.69,clear sky
400,Huilong,CN,31.81,121.66,95.0,56,0,5.99,clear sky
401,Lavrentiya,RU,65.58,-171.0,47.41,93,100,3.24,overcast clouds
402,North Bend,US,43.41,-124.22,57.2,93,1,11.41,clear sky
403,Dhidhdhoo,MV,6.88,73.1,84.33,69,98,9.51,overcast clouds
404,Khandyga,RU,62.67,135.6,51.42,60,100,4.5,light rain
405,Namatanai,PG,-3.67,152.43,77.16,84,100,6.93,light rain
406,Texarkana,US,33.43,-94.05,75.0,88,1,4.16,clear sky
407,Jawar,IN,23.0,76.5,80.1,85,59,17.31,moderate rain
408,Saint-Paul,RE,-21.01,55.27,77.0,53,75,18.34,broken clouds
409,Roald,NO,62.58,6.13,48.2,81,75,19.46,light intensity shower rain
410,Shar,KZ,49.59,81.05,70.11,38,100,6.49,overcast clouds
411,Mokrous,RU,51.23,47.52,71.02,44,0,7.16,clear sky
412,Martapura,ID,-3.42,114.85,89.6,52,20,4.41,few clouds
413,Gafanha Da Encarnacao,PT,40.62,-8.73,66.99,93,0,1.32,clear sky
414,Leningradskiy,RU,69.38,178.42,43.84,89,100,9.51,overcast clouds
415,Businga,CD,3.33,20.88,73.96,80,100,1.68,overcast clouds
416,Namibe,AO,-15.2,12.15,67.14,86,59,4.25,broken clouds
417,Okha,RU,53.57,142.95,60.24,78,100,13.56,overcast clouds
418,Kommunisticheskiy,RU,61.68,64.48,62.6,60,71,6.93,broken clouds
419,Bubaque,GW,11.28,-15.83,80.49,81,100,9.06,overcast clouds
420,Ust-Koksa,RU,50.27,85.61,66.96,43,98,7.83,light rain
421,Guadalajara,MX,20.67,-103.33,62.6,93,90,6.93,heavy intensity rain
422,Swinoujscie,PL,53.91,14.25,64.0,92,81,1.99,broken clouds
423,Teahupoo,PF,-17.83,-149.27,78.8,74,20,5.82,few clouds
424,Beloha,MG,-25.17,45.05,79.3,42,0,7.4,clear sky
425,Portel,BR,-1.94,-50.82,73.9,92,38,3.91,scattered clouds
426,Pontes E Lacerda,BR,-15.23,-59.34,65.84,63,0,1.36,clear sky
427,Puerto Colombia,CO,10.99,-74.95,77.0,88,87,3.36,overcast clouds
428,Waingapu,ID,-9.66,120.26,86.77,40,0,16.64,clear sky
429,Gobabis,NA,-22.45,18.97,66.24,34,0,16.55,clear sky
430,Ondo,NG,7.1,4.83,69.96,94,100,3.04,overcast clouds
431,Apsheronsk,RU,44.46,39.73,77.68,28,0,10.54,clear sky
432,Sao Filipe,CV,14.9,-24.5,78.24,87,61,11.16,broken clouds
433,Ionia,US,42.99,-85.07,66.99,88,1,5.64,clear sky
434,Arawa,PG,-6.21,155.54,79.93,78,93,4.03,light rain
435,Dedougou,BF,12.47,-3.47,73.67,89,100,8.66,overcast clouds
436,Khandagayty,RU,50.73,92.05,63.61,42,100,5.75,overcast clouds
437,Teseney,ER,15.11,36.66,78.89,71,100,15.88,overcast clouds
438,Husavik,IS,66.04,-17.34,33.8,100,100,1.5,overcast clouds
439,Rudbar,AF,30.15,62.6,103.71,24,0,12.59,clear sky
440,Aksarka,RU,66.56,67.8,59.43,68,29,5.41,scattered clouds
441,Arman,RU,59.7,150.17,53.73,54,64,7.63,broken clouds
442,Katsuura,JP,35.13,140.3,93.0,66,40,12.75,scattered clouds
443,Vannes,FR,47.83,-2.5,51.8,100,90,4.23,overcast clouds
444,Saint-Felicien,CA,48.65,-72.45,53.6,87,20,5.82,few clouds
445,Kilindoni,TZ,-7.91,39.67,77.58,70,49,7.23,light rain
446,Olga,RU,43.74,135.29,71.49,77,99,7.74,overcast clouds
447,Yeppoon,AU,-23.13,150.73,77.0,13,0,5.82,clear sky
448,Sukumo,JP,32.93,132.73,86.45,66,21,6.98,few clouds
449,Pundaguitan,PH,6.37,126.17,84.51,69,98,6.67,overcast clouds
450,Freeport,US,40.66,-73.58,75.99,94,20,4.7,few clouds
451,Pervomayskoye,RU,43.92,46.71,74.86,31,75,6.6,broken clouds
452,Mount Gambier,AU,-37.83,140.77,51.8,62,90,12.75,overcast clouds
453,Nuuk,GL,64.18,-51.72,37.4,100,95,4.7,fog
454,Vaitape,PF,-16.52,-151.75,78.03,79,9,22.3,light rain
455,Griffith,US,41.53,-87.42,73.99,83,1,5.48,clear sky
456,Zyryanka,RU,65.75,150.85,42.71,76,98,9.66,overcast clouds
457,Vestmannaeyjar,IS,63.44,-20.27,51.67,72,26,2.75,scattered clouds
458,Wenling,CN,28.37,121.36,93.0,67,26,6.44,scattered clouds
459,Severomuysk,RU,56.15,113.43,52.21,68,100,5.61,light rain
460,Paragominas,BR,-2.97,-47.48,69.17,99,19,2.57,few clouds
461,Goulburn,AU,-34.75,149.72,45.0,72,0,1.01,clear sky
462,Carutapera,BR,-1.2,-46.02,77.5,86,97,7.34,overcast clouds
463,Chifeng,CN,42.27,118.96,84.2,37,54,5.3,broken clouds
464,Uvalde,US,29.37,-99.77,78.8,54,1,5.82,clear sky
465,Makakilo City,US,21.35,-158.09,82.4,61,1,4.7,clear sky
466,Gazojak,TM,41.19,61.4,83.39,28,46,24.18,scattered clouds
467,Tarko-Sale,RU,64.92,77.78,63.0,73,64,9.55,broken clouds
468,Yuli,NG,9.7,10.27,71.58,92,100,5.66,overcast clouds
469,Halifax,CA,44.65,-63.57,64.99,74,75,1.01,broken clouds
470,Virden,US,39.5,-89.77,75.0,90,0,6.71,clear sky
471,Saint-Pierre,RE,-21.34,55.48,77.0,57,0,6.93,clear sky
472,Houma,US,29.6,-90.72,77.0,94,1,4.7,clear sky
473,Dicabisagan,PH,17.08,122.42,89.04,60,90,7.63,overcast clouds
474,Bud,US,39.45,-86.18,73.0,88,1,6.11,clear sky
475,Kargil,IN,34.57,76.1,73.54,20,0,1.81,clear sky
476,Nyurba,RU,63.28,118.33,61.66,41,0,5.44,clear sky
477,San Pedro,PH,14.35,121.02,91.0,66,100,18.34,overcast clouds
478,Udachnyy,RU,66.42,112.4,62.6,36,0,2.24,clear sky
479,Fairbanks,US,64.84,-147.72,57.2,87,1,8.05,clear sky
480,Den Helder,NL,52.96,4.76,62.6,77,90,10.29,light rain
481,Richards Bay,ZA,-28.78,32.04,69.15,54,0,5.23,clear sky
482,Coquimbo,CL,-29.95,-71.34,53.6,66,100,13.09,overcast clouds
483,Saint-Augustin,CA,51.23,-58.65,51.4,84,5,8.1,clear sky
484,Lake City,US,30.19,-82.64,77.0,94,1,5.82,clear sky
485,Limon,CR,10.0,-83.03,78.76,82,0,5.3,light rain
486,Veles,MK,41.72,21.78,71.6,78,0,5.73,clear sky
487,Mount Isa,AU,-20.73,139.5,82.4,13,0,16.11,clear sky
488,Evensk,RU,61.95,159.23,51.46,58,100,3.09,overcast clouds
489,Amberley,US,39.2,-84.43,71.01,94,1,3.76,mist
490,Alice Springs,AU,-23.7,133.88,84.2,13,0,6.93,clear sky
491,Delta Del Tigre,UY,-34.76,-56.39,54.0,71,0,5.82,clear sky
492,Moron,AR,-34.65,-58.62,57.99,71,0,8.05,clear sky
493,Casper,US,42.87,-106.31,73.99,33,40,4.7,scattered clouds
494,Livingston,GB,55.9,-3.52,52.0,100,90,2.24,drizzle
495,Krasnyy Yar,RU,46.53,48.35,73.4,33,0,6.71,clear sky
496,Vardo,NO,70.37,31.11,55.4,93,75,9.17,broken clouds
497,Herat,AF,34.5,62.0,93.2,26,20,9.17,few clouds
498,Kosh-Agach,RU,50.0,88.67,56.68,46,100,4.9,overcast clouds
499,Hovd,MN,48.01,91.64,71.71,25,100,2.42,overcast clouds
500,Smithers,CA,54.78,-127.17,50.0,100,75,3.04,broken clouds
501,Khatanga,RU,71.97,102.5,70.84,39,100,14.52,overcast clouds
502,Praia Da Vitoria,PT,38.73,-27.07,73.4,83,20,9.73,few clouds
503,Abu Dhabi,AE,24.47,54.37,98.6,39,0,8.05,clear sky
504,Havre-Saint-Pierre,CA,50.23,-63.6,51.8,93,40,6.93,scattered clouds
505,Talnakh,RU,69.49,88.4,62.6,72,75,20.13,broken clouds
506,Ozernovskiy,RU,51.5,156.52,51.15,93,100,2.19,overcast clouds
507,San Juan,AR,-31.54,-68.54,48.29,42,0,2.86,clear sky
508,Velasco Ibarra,EC,-1.05,-79.62,67.44,77,38,6.15,scattered clouds
509,Peleduy,RU,59.63,112.74,74.66,32,0,11.01,clear sky
510,Kieta,PG,-6.22,155.63,80.24,78,96,4.23,light rain
511,Llandrindod Wells,GB,52.24,-3.38,57.0,91,90,4.12,overcast clouds
512,Mayor Pablo Lagerenza,PY,-19.93,-60.77,67.46,64,0,7.31,clear sky
513,Temyasovo,RU,52.99,58.1,66.2,52,40,8.95,scattered clouds
514,Thongwa,MM,16.76,96.53,84.2,74,75,4.7,broken clouds
515,Ixtapa,MX,20.7,-105.2,82.0,83,76,0.98,light rain
516,Tazovskiy,RU,67.47,78.7,50.95,97,100,7.94,light rain
517,East London,ZA,-33.02,27.91,60.8,72,20,8.05,few clouds
518,Cacoal,BR,-11.44,-61.45,68.22,59,0,2.57,clear sky
519,Isabela,PH,6.71,121.97,86.0,74,20,8.05,few clouds
520,Gorgopi,GR,40.96,22.52,81.0,58,0,1.99,clear sky
521,Qandala,SO,11.47,49.87,94.17,41,5,2.21,clear sky
522,Rocha,UY,-34.48,-54.33,51.24,94,1,11.18,clear sky
523,Chimbote,PE,-9.09,-78.58,59.22,89,11,5.99,few clouds
524,Bilma,NE,18.69,12.92,91.11,38,3,12.33,clear sky
525,Hithadhoo,MV,-0.6,73.08,83.03,76,97,9.1,moderate rain
526,Raton,US,36.9,-104.44,66.2,37,1,1.25,clear sky
527,Prado,BR,-17.34,-39.22,65.86,88,98,10.36,light rain
528,Flin Flon,CA,54.77,-101.86,48.54,92,28,9.31,scattered clouds
529,Biak,ID,-0.91,122.88,80.74,75,19,5.91,light rain
530,Belyy Yar,RU,53.6,91.39,69.8,49,22,2.24,few clouds
531,Road Town,VG,18.42,-64.62,82.0,90,0,1.99,clear sky
532,Souillac,MU,-20.52,57.52,73.4,69,75,17.22,shower rain
533,Armidale,AU,-30.52,151.65,45.0,62,0,3.0,clear sky
534,Aksu,CN,41.12,80.26,93.72,15,0,2.28,clear sky
535,Monte Carmelo,BR,-18.72,-47.5,55.02,87,0,8.93,clear sky
536,Lokosovo,RU,61.13,74.82,60.35,76,83,4.16,light rain
537,Aromashevo,RU,56.86,68.64,58.68,78,85,11.81,light rain
538,Lamu,KE,-2.27,40.9,79.3,70,21,15.01,few clouds
539,Anantapur,IN,14.68,77.6,90.12,47,99,13.31,overcast clouds
540,Santa Cruz De Tenerife,ES,28.47,-16.25,73.99,83,4,6.93,clear sky
541,Kisangani,CD,0.52,25.2,70.95,95,99,0.98,light rain
542,Calama,CL,-22.47,-68.93,48.2,61,52,11.41,broken clouds
543,Codo,BR,-4.46,-43.89,70.7,97,57,2.33,broken clouds
544,Newport,GB,51.59,-3.0,59.0,95,84,6.78,broken clouds
545,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,71.24,81,19,5.93,few clouds
546,Krasnoselkup,RU,65.7,82.47,67.71,57,7,10.25,light rain
547,Shenjiamen,CN,29.96,122.3,84.4,76,0,13.91,clear sky
548,Diego De Almagro,CL,-26.37,-70.05,39.94,93,27,2.26,scattered clouds
549,Lakes Entrance,AU,-37.88,147.98,54.0,64,83,3.0,broken clouds
550,Qaqortoq,GL,60.72,-46.03,44.6,75,0,3.36,clear sky
551,Saint-Joseph,RE,-21.37,55.62,77.0,57,3,6.93,clear sky
552,Sao Felix Do Xingu,BR,-6.64,-51.99,80.26,45,97,1.3,overcast clouds
553,Adrasmon,TJ,40.65,69.99,91.4,29,20,3.74,few clouds
554,Yalova,TR,40.66,29.28,77.0,78,40,8.05,scattered clouds
555,Campechuela,CU,20.23,-77.28,77.0,93,100,21.27,heavy intensity rain
556,Semirom,IR,31.42,51.57,74.39,18,0,5.86,clear sky
557,Yurginskoye,RU,56.82,67.39,62.4,66,60,11.01,light rain
558,Chara,RU,56.91,118.26,65.21,48,100,9.4,light rain
559,Huaibei,CN,33.97,116.79,91.0,71,21,10.25,moderate rain
560,Bowen,AU,-20.02,148.23,73.0,46,0,13.87,clear sky
561,Zatoka,UA,46.07,30.47,78.8,50,0,11.18,clear sky
562,Sheltozero,RU,61.37,35.37,64.33,79,100,10.07,overcast clouds
563,Erzin,TR,36.96,36.2,82.99,46,0,3.87,clear sky
564,Chicama,PE,-7.84,-79.15,58.26,88,46,4.32,scattered clouds
565,Necochea,AR,-38.55,-58.74,45.0,93,0,5.01,clear sky
566,Visby,SE,57.64,18.3,63.0,67,40,16.11,scattered clouds
567,Shaoguan,CN,24.8,113.58,97.88,47,9,2.04,clear sky
568,Langsa,ID,4.47,97.97,88.25,63,100,3.71,light rain
569,Geraldton,AU,-28.77,114.6,68.0,52,40,3.36,scattered clouds
570,Yaan,NG,7.38,8.57,69.03,96,100,7.36,moderate rain
571,Cam Ranh,VN,11.92,109.16,96.8,47,20,11.41,few clouds
572,Lubumbashi,CD,-11.66,27.48,67.19,53,59,8.16,broken clouds
573,Fayaoue,NC,-20.65,166.53,73.27,86,0,17.11,clear sky
574,Beian,NO,63.66,9.57,48.2,87,40,20.8,shower rain
575,Bucerias,MX,20.75,-105.33,82.0,83,78,3.02,light rain
576,Plaisance-Du-Touch,FR,43.57,1.3,64.4,77,90,4.7,overcast clouds
577,Cosala,MX,24.41,-106.69,84.0,88,33,1.01,scattered clouds
578,Ewa Beach,US,21.32,-158.01,82.4,61,1,4.7,clear sky
579,Coronel Vivida,BR,-25.98,-52.57,49.28,81,0,12.15,clear sky
580,Bandarbeyla,SO,9.49,50.81,86.92,47,18,28.81,few clouds
581,Caravelas,BR,-17.71,-39.25,68.5,80,100,12.15,light rain
582,Staryy Oskol,RU,51.3,37.84,72.84,48,0,8.01,clear sky
583,Sisimiut,GL,66.94,-53.67,44.26,88,100,2.66,overcast clouds
584,Agadir,MA,30.42,-9.6,68.0,88,0,1.54,clear sky
585,Akyab,MM,20.15,92.9,81.61,86,100,16.75,moderate rain
586,Talcahuano,CL,-36.72,-73.12,53.6,87,100,13.87,light rain
587,Celestun,MX,20.87,-90.4,77.83,87,100,5.53,overcast clouds
588,Ranong,TH,9.97,98.63,91.4,63,40,6.93,scattered clouds
589,Kungsbacka,SE,57.49,12.08,60.01,71,20,8.05,few clouds
590,Boa Vista,BR,2.82,-60.67,75.2,83,40,4.7,scattered clouds
591,Morant Bay,JM,17.88,-76.41,84.2,83,75,19.46,broken clouds
592,Praxedis Guerrero,MX,31.37,-106.02,88.0,23,75,10.67,broken clouds
593,Zharkent,KZ,44.16,80.0,95.92,13,69,2.59,broken clouds
594,Ruteng,ID,-8.61,120.47,74.93,59,0,3.22,clear sky
595,Myre,NO,69.1,15.95,51.8,87,75,3.36,broken clouds
596,Asau,RO,46.43,26.4,72.0,78,25,5.82,light rain
597,Robertsport,LR,6.75,-11.37,75.97,88,100,16.4,light rain
598,Baillif,GP,16.02,-61.75,75.2,94,5,8.32,clear sky
599,Ust-Kalmanka,RU,52.12,83.31,73.65,35,98,7.52,overcast clouds
600,Karratha,AU,-20.74,116.85,90.99,17,0,11.23,clear sky
601,Samana,DO,19.21,-69.34,79.25,89,18,9.13,few clouds
602,Labuhan,ID,-6.88,112.21,88.27,51,0,18.77,clear sky
603,Cascavel,BR,-24.96,-53.46,51.71,81,6,14.23,clear sky
604,Ucluelet,CA,48.93,-125.55,57.99,89,100,9.08,overcast clouds
605,Sal Rei,CV,16.18,-22.92,78.8,74,75,12.75,broken clouds
606,Timmins,CA,48.47,-81.33,55.4,93,40,2.24,scattered clouds
607,Tomatlan,MX,19.93,-105.25,77.16,93,100,0.78,overcast clouds
608,Nizhniy Ingash,RU,56.2,96.53,67.91,58,100,5.3,overcast clouds
609,Luganville,VU,-15.53,167.17,84.2,74,40,2.24,scattered clouds
610,Kiomboi,TZ,-4.27,34.37,74.07,41,85,10.2,overcast clouds
611,Kyra,RU,49.58,111.98,65.34,66,91,9.35,light rain
612,Sturgeon Bay,US,44.83,-87.38,73.4,83,1,5.82,clear sky
613,Ingham,US,42.6,-84.38,66.99,93,1,5.82,clear sky
614,Coihaique,CL,-45.58,-72.07,33.8,95,93,5.82,overcast clouds
615,Caska,MK,41.65,21.66,71.6,78,0,4.34,clear sky
616,Vallenar,CL,-28.57,-70.76,48.76,79,99,6.31,overcast clouds
617,Tuy Hoa,VN,13.08,109.3,91.58,56,89,7.14,overcast clouds
618,Yichun,CN,47.7,128.9,62.22,100,100,3.62,moderate rain
619,Nuevo Progreso,MX,23.17,-97.95,77.0,68,32,1.01,scattered clouds
620,Kati,ML,12.74,-8.07,75.2,94,20,2.24,few clouds
621,Naze,JP,28.37,129.48,86.0,84,75,26.4,broken clouds
622,Nenjiang,CN,49.18,125.22,70.29,76,85,7.76,overcast clouds
623,Sioux Lookout,CA,50.1,-91.92,66.2,93,20,3.36,few clouds
624,Whitehorse,CA,60.72,-135.05,53.6,87,75,9.17,light rain
625,Marquette,US,46.53,-87.63,68.0,94,2,4.61,clear sky
626,Skjervoy,NO,70.03,20.97,51.8,87,75,18.34,light intensity shower rain
627,Hauterive,FR,46.09,3.45,57.2,82,1,2.24,clear sky
628,Inuvik,CA,68.35,-133.72,64.4,68,40,4.7,scattered clouds
629,Rehoboth,NA,-23.32,17.08,67.84,22,0,5.3,clear sky
630,Payakumbuh,ID,-0.22,100.63,82.67,69,23,3.96,moderate rain
631,Sorong,ID,-0.88,131.25,79.5,85,100,10.96,moderate rain
632,Sorland,NO,67.67,12.69,50.0,81,75,12.75,broken clouds
633,Auxerre,FR,47.8,3.57,55.0,84,86,4.63,overcast clouds
634,Mogok,MM,22.92,96.5,73.24,100,100,3.76,moderate rain
635,Ostersund,SE,63.18,14.64,42.8,81,20,13.87,few clouds
636,Mikkeli,FI,61.69,27.27,60.8,87,20,4.7,few clouds
637,Umm Lajj,SA,25.02,37.27,92.12,31,0,7.31,clear sky
638,Whitianga,NZ,-36.83,175.7,55.0,85,99,4.0,overcast clouds
639,Yarmouth,US,41.71,-70.23,73.99,94,75,8.05,broken clouds
640,Cuamba,MZ,-14.8,36.54,79.65,41,44,1.3,scattered clouds
641,Vermilion,US,40.17,-87.75,73.4,94,1,5.82,clear sky
642,Buraydah,SA,26.33,43.98,93.2,30,0,9.17,clear sky
643,Hervey Bay,AU,-25.3,152.85,73.4,15,0,6.93,clear sky
644,Ryotsu,JP,38.08,138.43,84.2,79,0,6.93,clear sky
645,Mumbwa,ZM,-14.98,27.06,69.48,42,19,8.25,few clouds
646,Vanimo,PG,-2.67,141.3,76.21,89,100,7.72,light rain
647,Tawau,MY,4.25,117.89,89.6,70,20,8.05,few clouds
648,Tual,ID,-5.67,132.75,79.48,80,27,16.98,scattered clouds
649,Samarai,PG,-10.62,150.67,75.56,86,100,17.34,light rain
650,Filingue,NE,14.35,3.32,77.43,83,100,18.43,moderate rain
651,Yermekeyevo,RU,54.08,53.67,67.77,66,1,5.46,clear sky
652,Rovaniemi,FI,66.5,25.72,50.0,87,20,8.05,few clouds
653,Jiazi,CN,22.88,116.07,86.59,72,0,14.67,clear sky
654,Cap Malheureux,MU,-19.98,57.61,75.0,68,23,11.99,few clouds
655,Batasan,PH,12.77,120.78,85.26,68,83,5.12,broken clouds
656,Rumoi,JP,43.93,141.64,75.33,65,16,3.91,few clouds
657,Vasteras,SE,59.62,16.55,59.0,82,13,8.05,few clouds
658,Sweetwater,US,25.76,-80.37,86.0,70,75,20.8,broken clouds
659,Nobeoka,JP,32.58,131.67,78.01,75,1,3.0,clear sky
660,Yerkoy,TR,39.64,34.47,73.35,33,0,5.3,clear sky
661,Temirtau,KZ,50.05,72.95,64.4,63,20,4.47,light intensity shower rain
662,Beringovskiy,RU,63.05,179.32,53.4,83,86,2.89,overcast clouds
663,Homer,US,59.64,-151.55,57.99,89,95,6.13,overcast clouds
664,Apastovo,RU,55.2,48.51,68.0,64,70,6.71,broken clouds
665,Riohacha,CO,11.54,-72.91,77.79,86,3,4.76,clear sky
666,Half Moon Bay,US,37.46,-122.43,70.0,94,90,4.7,overcast clouds
667,Bhiwani,IN,28.78,76.13,93.83,51,40,13.69,scattered clouds
668,Malakal,SS,9.53,31.66,72.91,93,100,5.66,overcast clouds
669,Marigot,MF,18.07,-63.08,82.4,78,40,8.05,scattered clouds
670,Caluquembe,AO,-13.78,14.68,67.15,47,85,2.66,overcast clouds
671,Kasama,ZM,-10.21,31.18,69.84,51,0,7.49,clear sky
672,Papetoai,PF,-17.5,-149.87,78.8,74,20,5.82,few clouds
673,Karachi,PK,24.91,67.08,89.6,70,75,18.34,smoke
674,Ubinskoye,RU,55.31,79.68,63.9,72,100,9.15,overcast clouds
675,Ola,RU,59.58,151.28,53.51,54,84,10.25,broken clouds
676,Rence,SI,45.89,13.67,75.99,53,12,12.75,few clouds
677,Teluknaga,ID,-6.1,106.64,91.99,55,40,13.87,scattered clouds
678,Antofagasta,CL,-23.65,-70.4,57.2,71,90,8.05,overcast clouds
679,Mawlaik,MM,23.63,94.42,86.52,72,100,3.89,light rain
680,Qixingtai,CN,30.41,111.89,90.39,68,8,9.01,light rain
681,Macon,US,39.87,-88.97,75.2,88,1,8.05,clear sky
682,Panguna,PG,-6.32,155.48,72.73,93,91,2.77,light rain
683,Kozhevnikovo,RU,56.26,83.97,66.0,68,100,5.37,moderate rain
684,Bilibino,RU,68.05,166.44,39.87,89,100,4.38,overcast clouds
685,Teknaf,BD,20.86,92.31,81.5,88,100,15.32,moderate rain
686,Sharhorod,UA,48.74,28.09,66.99,81,54,9.73,light rain
687,Puerto Escondido,MX,15.85,-97.07,77.81,82,100,2.68,light rain
688,Ndele,CF,8.41,20.65,72.28,93,90,7.56,overcast clouds
689,Saryozek,KZ,44.36,77.98,87.22,16,100,3.22,overcast clouds
690,Thunder Bay,CA,48.4,-89.32,63.0,100,40,2.89,very heavy rain
691,Westport,US,41.14,-73.36,75.2,94,90,2.06,overcast clouds
692,Sulangan,PH,11.14,123.72,85.46,65,15,2.71,few clouds
693,Moerai,PF,-22.43,-151.33,70.2,63,0,6.62,clear sky
694,Norrtalje,SE,59.76,18.7,63.0,78,15,5.99,few clouds
